final,question,sentence,word,page,weight,evidence
False,0,2,15,History of San Francisco,0.00,"{'Gpr_confidence': -0.22053030109250002, 'Length_char': 379, 'Length_word': 61, 'Length_guess': 24, 'Length_ten_points': 0, 'Frequency_guess': 0.0, 'GuessFormat_has_parentheses': 0, 'GuessFormat_has_quotes': 0, 'GuessFormat_word_count': 4, 'GuessFormat_has_numbers': 0, 'RunPosition_position_ratio': 0.8422222222222222, 'RunPosition_early_question': 0, 'RunPosition_late_question': 1, 'QuestionKeyword_signal_for_ten_points': 0, 'QuestionKeyword_signal_name_this': 0, 'QuestionKeyword_signal_identify_this': 0, 'QuestionKeyword_signal_what_is': 0, 'QuestionKeyword_signal_who_is': 0, 'QuestionKeyword_signal_this_author': 0, 'QuestionKeyword_signal_this_work': 0, 'QuestionKeyword_signal_this_character': 0, 'QuestionKeyword_signal_this_person': 0, 'QuestionKeyword_signal_this_country': 0, 'QuestionKeyword_signal_this_battle': 0, 'QuestionKeyword_signal_this_composer': 0, 'QuestionKeyword_signal_this_painting': 0, 'GuessQuality_proper_noun': 1, 'GuessQuality_single_word': 0, 'GuessQuality_has_title_case': 0, 'AnswerType_expects_person': 0, 'AnswerType_expects_work': 0, 'AnswerType_expects_place': 1, 'final': np.False_}"
False,0,3,8,History of San Francisco,0.00,"{'Gpr_confidence': -0.19346150803849999, 'Length_char': 419, 'Length_word': 69, 'Length_guess': 24, 'Length_ten_points': 0, 'Frequency_guess': 0.0, 'GuessFormat_has_parentheses': 0, 'GuessFormat_has_quotes': 0, 'GuessFormat_word_count': 4, 'GuessFormat_has_numbers': 0, 'RunPosition_position_ratio': 0.9311111111111111, 'RunPosition_early_question': 0, 'RunPosition_late_question': 1, 'QuestionKeyword_signal_for_ten_points': 0, 'QuestionKeyword_signal_name_this': 0, 'QuestionKeyword_signal_identify_this': 0, 'QuestionKeyword_signal_what_is': 0, 'QuestionKeyword_signal_who_is': 0, 'QuestionKeyword_signal_this_author': 0, 'QuestionKeyword_signal_this_work': 0, 'QuestionKeyword_signal_this_character': 0, 'QuestionKeyword_signal_this_person': 0, 'QuestionKeyword_signal_this_country': 0, 'QuestionKeyword_signal_this_battle': 0, 'QuestionKeyword_signal_this_composer': 0, 'QuestionKeyword_signal_this_painting': 0, 'GuessQuality_proper_noun': 1, 'GuessQuality_single_word': 0, 'GuessQuality_has_title_case': 0, 'AnswerType_expects_person': 0, 'AnswerType_expects_work': 0, 'AnswerType_expects_place': 1, 'final': np.False_}"
False,0,3,15,History of San Francisco,0.00,"{'Gpr_confidence': -0.13533491593825, 'Length_char': 457, 'Length_word': 76, 'Length_guess': 24, 'Length_ten_points': 0, 'Frequency_guess': 0.0, 'GuessFormat_has_parentheses': 0, 'GuessFormat_has_quotes': 0, 'GuessFormat_word_count': 4, 'GuessFormat_has_numbers': 0, 'RunPosition_position_ratio': 1.0155555555555555, 'RunPosition_early_question': 0, 'RunPosition_late_question': 1, 'QuestionKeyword_signal_for_ten_points': 0, 'QuestionKeyword_signal_name_this': 0, 'QuestionKeyword_signal_identify_this': 0, 'QuestionKeyword_signal_what_is': 0, 'QuestionKeyword_signal_who_is': 0, 'QuestionKeyword_signal_this_author': 0, 'QuestionKeyword_signal_this_work': 0, 'QuestionKeyword_signal_this_character': 0, 'QuestionKeyword_signal_this_person': 0, 'QuestionKeyword_signal_this_country': 0, 'QuestionKeyword_signal_this_battle': 0, 'QuestionKeyword_signal_this_composer': 0, 'QuestionKeyword_signal_this_painting': 0, 'GuessQuality_proper_noun': 1, 'GuessQuality_single_word': 0, 'GuessQuality_has_title_case': 0, 'AnswerType_expects_person': 0, 'AnswerType_expects_work': 0, 'AnswerType_expects_place': 1, 'final': np.False_}"
False,0,3,18,History of San Francisco,0.00,"{'Gpr_confidence': -0.0617947490175, 'Length_char': 479, 'Length_word': 79, 'Length_guess': 24, 'Length_ten_points': 0, 'Frequency_guess': 0.0, 'GuessFormat_has_parentheses': 0, 'GuessFormat_has_quotes': 0, 'GuessFormat_word_count': 4, 'GuessFormat_has_numbers': 0, 'RunPosition_position_ratio': 1.0644444444444445, 'RunPosition_early_question': 0, 'RunPosition_late_question': 1, 'QuestionKeyword_signal_for_ten_points': 0, 'QuestionKeyword_signal_name_this': 0, 'QuestionKeyword_signal_identify_this': 0, 'QuestionKeyword_signal_what_is': 0, 'QuestionKeyword_signal_who_is': 0, 'QuestionKeyword_signal_this_author': 0, 'QuestionKeyword_signal_this_work': 0, 'QuestionKeyword_signal_this_character': 0, 'QuestionKeyword_signal_this_person': 0, 'QuestionKeyword_signal_this_country': 0, 'QuestionKeyword_signal_this_battle': 0, 'QuestionKeyword_signal_this_composer': 0, 'QuestionKeyword_signal_this_painting': 0, 'GuessQuality_proper_noun': 1, 'GuessQuality_single_word': 0, 'GuessQuality_has_title_case': 0, 'AnswerType_expects_person': 0, 'AnswerType_expects_work': 0, 'AnswerType_expects_place': 1, 'final': np.False_}"
False,0,4,6,San Francisco in the 1970s,0.00,"{'Gpr_confidence': -0.223917324594625, 'Length_char': 521, 'Length_word': 85, 'Length_guess': 26, 'Length_ten_points': 0, 'Frequency_guess': 0.0, 'GuessFormat_has_parentheses': 0, 'GuessFormat_has_quotes': 0, 'GuessFormat_word_count': 5, 'GuessFormat_has_numbers': 1, 'RunPosition_position_ratio': 1.1577777777777778, 'RunPosition_early_question': 0, 'RunPosition_late_question': 1, 'QuestionKeyword_signal_for_ten_points': 0, 'QuestionKeyword_signal_name_this': 0, 'QuestionKeyword_signal_identify_this': 0, 'QuestionKeyword_signal_what_is': 0, 'QuestionKeyword_signal_who_is': 0, 'QuestionKeyword_signal_this_author': 0, 'QuestionKeyword_signal_this_work': 0, 'QuestionKeyword_signal_this_character': 0, 'QuestionKeyword_signal_this_person': 0, 'QuestionKeyword_signal_this_country': 0, 'QuestionKeyword_signal_this_battle': 0, 'QuestionKeyword_signal_this_composer': 0, 'QuestionKeyword_signal_this_painting': 0, 'GuessQuality_proper_noun': 1, 'GuessQuality_single_word': 0, 'GuessQuality_has_title_case': 0, 'AnswerType_expects_person': 0, 'AnswerType_expects_work': 0, 'AnswerType_expects_place': 2, 'final': np.False_}"
False,0,4,12,History of San Francisco,0.00,"{'Gpr_confidence': -0.12269164560425, 'Length_char': 556, 'Length_word': 91, 'Length_guess': 24, 'Length_ten_points': 0, 'Frequency_guess': 0.0, 'GuessFormat_has_parentheses': 0, 'GuessFormat_has_quotes': 0, 'GuessFormat_word_count': 4, 'GuessFormat_has_numbers': 0, 'RunPosition_position_ratio': 1.2355555555555555, 'RunPosition_early_question': 0, 'RunPosition_late_question': 1, 'QuestionKeyword_signal_for_ten_points': 0, 'QuestionKeyword_signal_name_this': 0, 'QuestionKeyword_signal_identify_this': 0, 'QuestionKeyword_signal_what_is': 0, 'QuestionKeyword_signal_who_is': 0, 'QuestionKeyword_signal_this_author': 0, 'QuestionKeyword_signal_this_work': 0, 'QuestionKeyword_signal_this_character': 0, 'QuestionKeyword_signal_this_person': 0, 'QuestionKeyword_signal_this_country': 0, 'QuestionKeyword_signal_this_battle': 0, 'QuestionKeyword_signal_this_composer': 0, 'QuestionKeyword_signal_this_painting': 0, 'GuessQuality_proper_noun': 1, 'GuessQuality_single_word': 0, 'GuessQuality_has_title_case': 0, 'AnswerType_expects_person': 0, 'AnswerType_expects_work': 0, 'AnswerType_expects_place': 2, 'final': np.False_}"
False,0,4,17,History of San Francisco,0.00,"{'Gpr_confidence': -0.0759155213965, 'Length_char': 589, 'Length_word': 96, 'Length_guess': 24, 'Length_ten_points': 0, 'Frequency_guess': 0.0, 'GuessFormat_has_parentheses': 0, 'GuessFormat_has_quotes': 0, 'GuessFormat_word_count': 4, 'GuessFormat_has_numbers': 0, 'RunPosition_position_ratio': 1.308888888888889, 'RunPosition_early_question': 0, 'RunPosition_late_question': 1, 'QuestionKeyword_signal_for_ten_points': 0, 'QuestionKeyword_signal_name_this': 0, 'QuestionKeyword_signal_identify_this': 0, 'QuestionKeyword_signal_what_is': 0, 'QuestionKeyword_signal_who_is': 0, 'QuestionKeyword_signal_this_author': 0, 'QuestionKeyword_signal_this_work': 0, 'QuestionKeyword_signal_this_character': 0, 'QuestionKeyword_signal_this_person': 0, 'QuestionKeyword_signal_this_country': 0, 'QuestionKeyword_signal_this_battle': 0, 'QuestionKeyword_signal_this_composer': 0, 'QuestionKeyword_signal_this_painting': 0, 'GuessQuality_proper_noun': 1, 'GuessQuality_single_word': 0, 'GuessQuality_has_title_case': 0, 'AnswerType_expects_person': 0, 'AnswerType_expects_work': 0, 'AnswerType_expects_place': 2, 'final': np.False_}"
False,0,4,21,History of San Francisco,0.00,"{'Gpr_confidence': -0.22758518729750002, 'Length_char': 613, 'Length_word': 100, 'Length_guess': 24, 'Length_ten_points': 0, 'Frequency_guess': 0.0, 'GuessFormat_has_parentheses': 0, 'GuessFormat_has_quotes': 0, 'GuessFormat_word_count': 4, 'GuessFormat_has_numbers': 0, 'RunPosition_position_ratio': 1.3622222222222222, 'RunPosition_early_question': 0, 'RunPosition_late_question': 1, 'QuestionKeyword_signal_for_ten_points': 0, 'QuestionKeyword_signal_name_this': 0, 'QuestionKeyword_signal_identify_this': 0, 'QuestionKeyword_signal_what_is': 0, 'QuestionKeyword_signal_who_is': 0, 'QuestionKeyword_signal_this_author': 0, 'QuestionKeyword_signal_this_work': 0, 'QuestionKeyword_signal_this_character': 0, 'QuestionKeyword_signal_this_person': 0, 'QuestionKeyword_signal_this_country': 0, 'QuestionKeyword_signal_this_battle': 0, 'QuestionKeyword_signal_this_composer': 0, 'QuestionKeyword_signal_this_painting': 0, 'GuessQuality_proper_noun': 1, 'GuessQuality_single_word': 0, 'GuessQuality_has_title_case': 0, 'AnswerType_expects_person': 0, 'AnswerType_expects_work': 0, 'AnswerType_expects_place': 2, 'final': np.False_}"
False,0,5,7,History of San Francisco,0.00,"{'Gpr_confidence': -0.31580452016125, 'Length_char': 651, 'Length_word': 107, 'Length_guess': 24, 'Length_ten_points': 0, 'Frequency_guess': 0.0, 'GuessFormat_has_parentheses': 0, 'GuessFormat_has_quotes': 0, 'GuessFormat_word_count': 4, 'GuessFormat_has_numbers': 0, 'RunPosition_position_ratio': 1.4466666666666668, 'RunPosition_early_question': 0, 'RunPosition_late_question': 1, 'QuestionKeyword_signal_for_ten_points': 0, 'QuestionKeyword_signal_name_this': 0, 'QuestionKeyword_signal_identify_this': 0, 'QuestionKeyword_signal_what_is': 0, 'QuestionKeyword_signal_who_is': 0, 'QuestionKeyword_signal_this_author': 0, 'QuestionKeyword_signal_this_work': 0, 'QuestionKeyword_signal_this_character': 0, 'QuestionKeyword_signal_this_person': 0, 'QuestionKeyword_signal_this_country': 0, 'QuestionKeyword_signal_this_battle': 0, 'QuestionKeyword_signal_this_composer': 0, 'QuestionKeyword_signal_this_painting': 0, 'GuessQuality_proper_noun': 1, 'GuessQuality_single_word': 0, 'GuessQuality_has_title_case': 0, 'AnswerType_expects_person': 0, 'AnswerType_expects_work': 0, 'AnswerType_expects_place': 2, 'final': np.False_}"
False,0,5,13,History of San Francisco,0.00,"{'Gpr_confidence': -0.19020494386675, 'Length_char': 685, 'Length_word': 113, 'Length_guess': 24, 'Length_ten_points': 0, 'Frequency_guess': 0.0, 'GuessFormat_has_parentheses': 0, 'GuessFormat_has_quotes': 0, 'GuessFormat_word_count': 4, 'GuessFormat_has_numbers': 0, 'RunPosition_position_ratio': 1.5222222222222221, 'RunPosition_early_question': 0, 'RunPosition_late_question': 1, 'QuestionKeyword_signal_for_ten_points': 0, 'QuestionKeyword_signal_name_this': 0, 'QuestionKeyword_signal_identify_this': 0, 'QuestionKeyword_signal_what_is': 0, 'QuestionKeyword_signal_who_is': 0, 'QuestionKeyword_signal_this_author': 0, 'QuestionKeyword_signal_this_work': 0, 'QuestionKeyword_signal_this_character': 0, 'QuestionKeyword_signal_this_person': 0, 'QuestionKeyword_signal_this_country': 0, 'QuestionKeyword_signal_this_battle': 0, 'QuestionKeyword_signal_this_composer': 0, 'QuestionKeyword_signal_this_painting': 0, 'GuessQuality_proper_noun': 1, 'GuessQuality_single_word': 0, 'GuessQuality_has_title_case': 0, 'AnswerType_expects_person': 0, 'AnswerType_expects_work': 0, 'AnswerType_expects_place': 2, 'final': np.False_}"
True,0,5,17,San Francisco,0.00,"{'Gpr_confidence': -0.058570805633, 'Length_char': 716, 'Length_word': 117, 'Length_guess': 13, 'Length_ten_points': 0, 'Frequency_guess': 3.5263605246161616, 'GuessFormat_has_parentheses': 0, 'GuessFormat_has_quotes': 0, 'GuessFormat_word_count': 2, 'GuessFormat_has_numbers': 0, 'RunPosition_position_ratio': 1.5911111111111111, 'RunPosition_early_question': 0, 'RunPosition_late_question': 1, 'QuestionKeyword_signal_for_ten_points': 0, 'QuestionKeyword_signal_name_this': 0, 'QuestionKeyword_signal_identify_this': 0, 'QuestionKeyword_signal_what_is': 0, 'QuestionKeyword_signal_who_is': 0, 'QuestionKeyword_signal_this_author': 0, 'QuestionKeyword_signal_this_work': 0, 'QuestionKeyword_signal_this_character': 0, 'QuestionKeyword_signal_this_person': 0, 'QuestionKeyword_signal_this_country': 0, 'QuestionKeyword_signal_this_battle': 0, 'QuestionKeyword_signal_this_composer': 0, 'QuestionKeyword_signal_this_painting': 0, 'GuessQuality_proper_noun': 1, 'GuessQuality_single_word': 0, 'GuessQuality_has_title_case': 1, 'AnswerType_expects_person': 0, 'AnswerType_expects_work': 0, 'AnswerType_expects_place': 2, 'final': np.True_}"
True,0,5,17,San Francisco,0.00,"{'Gpr_confidence': -0.058570805633, 'Length_char': 716, 'Length_word': 117, 'Length_guess': 13, 'Length_ten_points': 0, 'Frequency_guess': 3.5263605246161616, 'GuessFormat_has_parentheses': 0, 'GuessFormat_has_quotes': 0, 'GuessFormat_word_count': 2, 'GuessFormat_has_numbers': 0, 'RunPosition_position_ratio': 1.5911111111111111, 'RunPosition_early_question': 0, 'RunPosition_late_question': 1, 'QuestionKeyword_signal_for_ten_points': 0, 'QuestionKeyword_signal_name_this': 0, 'QuestionKeyword_signal_identify_this': 0, 'QuestionKeyword_signal_what_is': 0, 'QuestionKeyword_signal_who_is': 0, 'QuestionKeyword_signal_this_author': 0, 'QuestionKeyword_signal_this_work': 0, 'QuestionKeyword_signal_this_character': 0, 'QuestionKeyword_signal_this_person': 0, 'QuestionKeyword_signal_this_country': 0, 'QuestionKeyword_signal_this_battle': 0, 'QuestionKeyword_signal_this_composer': 0, 'QuestionKeyword_signal_this_painting': 0, 'GuessQuality_proper_noun': 1, 'GuessQuality_single_word': 0, 'GuessQuality_has_title_case': 1, 'AnswerType_expects_person': 0, 'AnswerType_expects_work': 0, 'AnswerType_expects_place': 2, 'final': np.True_}"
