ID,Statement Number,Word Count,Sentence Number,Chunk ID,Chunk,Answer,Confidence Score,Answered?
3,3,21,2," In Resident Evil 4, pleayers will be shocked to learn that the cult members of a village are not actually zombies,",e2f3679b,"Um, actually, while some players may initially expect zombies, it is not commonly considered ""shocking"" to learn that the cult members are not zombies, as this information is introduced early in the game and is a central part of the narrative.",-0.32630645841582134,Yes
3,3,44,3," In Resident Evil 4, pleayers will be shocked to learn that the cult members of a village are not actually zombies, but actually hosts to parasitic organism known as ""Las Plagas"" which were developed by supporting protagonist Luis Sera and game antagonist Osmund Saddler.",ad396dd6,"Um, actually, Luis Sera did not develop Las Plagas; he studied and refined its applications under Osmund Saddler's orders, and he later regretted his involvement. Additionally, Osmund Saddler did not develop Las Plagas either; he discovered and weaponized the ancient organism.",-0.3563304839931548,Yes
3,3,44,4," In Resident Evil 4, pleayers will be shocked to learn that the cult members of a village are not actually zombies, but actually hosts to parasitic organism known as ""Las Plagas"" which were developed by supporting protagonist Luis Sera and game antagonist Osmund Saddler. ",277c826e,"Um, actually, the parasitic organism ""Las Plagas"" was not developed by either Luis Sera or Osmund Saddler. It is an ancient parasite that Saddler discovered and weaponized, while Sera only studied and refined it.",-0.16067405564013065,Yes
4,4,1,1," Earth--77013,",cb6c2585,Correct.,-2.041269325e-06,No
4,4,11,2," Earth--77013, the continuity depicted in the Amazing Spider-Man newspaper comic strip,",b7bf5330,Correct.,-9.3123195e-07,No
4,4,17,3," Earth--77013, the continuity depicted in the Amazing Spider-Man newspaper comic strip, featured a number of unique villains,",ebcd26f2,Correct.,-1.0504357e-06,No
4,4,19,4," Earth--77013, the continuity depicted in the Amazing Spider-Man newspaper comic strip, featured a number of unique villains, including Clown-9,",0b334413,Correct.,-8.120283e-07,No
4,4,33,5," Earth--77013, the continuity depicted in the Amazing Spider-Man newspaper comic strip, featured a number of unique villains, including Clown-9, an actor enraged because he wasn't allowed to improv jokes in a Broadway play,",b6dd2b06,Correct.,-7.524265e-07,No
4,4,35,6," Earth--77013, the continuity depicted in the Amazing Spider-Man newspaper comic strip, featured a number of unique villains, including Clown-9, an actor enraged because he wasn't allowed to improv jokes in a Broadway play, and Hugo,",5bd0325c,Correct.,-8.120283e-07,No
4,4,44,7," Earth--77013, the continuity depicted in the Amazing Spider-Man newspaper comic strip, featured a number of unique villains, including Clown-9, an actor enraged because he wasn't allowed to improv jokes in a Broadway play, and Hugo, a butler who knocked Spider-Man unconscious with a brick.",2556391a,Correct.,-8.120283e-07,No
4,4,54,8," Earth--77013, the continuity depicted in the Amazing Spider-Man newspaper comic strip, featured a number of unique villains, including Clown-9, an actor enraged because he wasn't allowed to improv jokes in a Broadway play, and Hugo, a butler who knocked Spider-Man unconscious with a brick. Peter Parker also assumed the alternative identity Gown Man when,",3c9524ca,"Um, actually, Peter Parker never assumed the alternative identity of ""Gown Man"" in any established continuity, including Earth-77013 or the *Amazing Spider-Man* newspaper comic strip. This identity does not exist in official Marvel lore.",-0.12361418518183293,Yes
4,4,61,9," Earth--77013, the continuity depicted in the Amazing Spider-Man newspaper comic strip, featured a number of unique villains, including Clown-9, an actor enraged because he wasn't allowed to improv jokes in a Broadway play, and Hugo, a butler who knocked Spider-Man unconscious with a brick. Peter Parker also assumed the alternative identity Gown Man when, wearing only a very short hospital gown,",0957b39f,"Um, actually, the continuity depicted in the *Amazing Spider-Man* newspaper comic strip is Earth-77013, not Earth-616, and there is no evidence that Peter Parker ever assumed the alternative identity ""Gown Man"" or wore a very short hospital gown as part of such an identity.",-0.12233825286707219,Yes
4,4,72,10," Earth--77013, the continuity depicted in the Amazing Spider-Man newspaper comic strip, featured a number of unique villains, including Clown-9, an actor enraged because he wasn't allowed to improv jokes in a Broadway play, and Hugo, a butler who knocked Spider-Man unconscious with a brick. Peter Parker also assumed the alternative identity Gown Man when, wearing only a very short hospital gown, he had to escape a doctor trying to steal his blood.",39ea4ef0,"Um, actually, the Amazing Spider-Man newspaper comic strip is set in its own separate continuity (Earth-77013), but Peter Parker never formally assumed the identity of ""Gown Man"" in this or any other continuity. The term is an informal reference, not an official superhero identity. Additionally, the ""Gown Man"" scenario occurred in ""Ultimate Spider-Man,"" not Earth-77013.",-0.21930755901957552,Yes
4,4,72,11," Earth--77013, the continuity depicted in the Amazing Spider-Man newspaper comic strip, featured a number of unique villains, including Clown-9, an actor enraged because he wasn't allowed to improv jokes in a Broadway play, and Hugo, a butler who knocked Spider-Man unconscious with a brick. Peter Parker also assumed the alternative identity Gown Man when, wearing only a very short hospital gown, he had to escape a doctor trying to steal his blood. ",e8e74d39,Correct.,-9.3123195e-07,No
5,5,19,1," While you probably know that Prince Adam uses the phrase ""By the Power of Greyskull"" to turn into He-Man,",b11aedb0,Correct.,-6.3322285e-07,No
5,5,35,2," While you probably know that Prince Adam uses the phrase ""By the Power of Greyskull"" to turn into He-Man, you may not remember the phrase he uses to turn from He-Man back into Prince Adam:",63e6049b,"Um, actually, Prince Adam does not use a specific phrase to turn from He-Man back into Prince Adam. The act of reverting is typically shown without a verbal incantation in the animated series.",-0.5825020205583413,Yes
5,5,53,3," While you probably know that Prince Adam uses the phrase ""By the Power of Greyskull"" to turn into He-Man, you may not remember the phrase he uses to turn from He-Man back into Prince Adam: ""Let the Power Return!"" That's because He-Man said it in only one episode of his 80's TV series.",96321a76,Correct.,-7.524265e-07,No
5,5,78,4," While you probably know that Prince Adam uses the phrase ""By the Power of Greyskull"" to turn into He-Man, you may not remember the phrase he uses to turn from He-Man back into Prince Adam: ""Let the Power Return!"" That's because He-Man said it in only one episode of his 80's TV series. ""The Problem with Power,"" when he gave up being He-Man after Skeletor tricked him into thinking using his powers would cause Castle Greyskull to explode.",4f6feed1,"Um, actually, in the episode ""The Problem with Power,"" Skeletor tricks He-Man into believing his actions caused an innocent person’s death, not that using his powers would cause Castle Grayskull to explode.",-0.15484284943108156,Yes
5,5,78,5," While you probably know that Prince Adam uses the phrase ""By the Power of Greyskull"" to turn into He-Man, you may not remember the phrase he uses to turn from He-Man back into Prince Adam: ""Let the Power Return!"" That's because He-Man said it in only one episode of his 80's TV series. ""The Problem with Power,"" when he gave up being He-Man after Skeletor tricked him into thinking using his powers would cause Castle Greyskull to explode. ",2a48f53c,"Um, actually, He-Man never said the phrase ""Let the Power Return!"" in the 1980s TV series. That phrase is from the 2002 reboot. Additionally, while He-Man gave up his powers in ""The Problem with Power,"" Skeletor tricked him into believing he caused the death of an innocent, not that using his powers would cause Castle Grayskull to explode.",-0.17424902480660426,Yes
6,6,12,1," During the first season of Blaseball (the absurdist baseball simulation horror game),",20e70114,Correct.,-7.524265e-07,No
6,6,19,2," During the first season of Blaseball (the absurdist baseball simulation horror game), the Commissioner opened the Book of Blaseball,",2f23b62a,Correct.,-7.524265e-07,No
6,6,25,3," During the first season of Blaseball (the absurdist baseball simulation horror game), the Commissioner opened the Book of Blaseball, also known as The Forbidden Book.",20f7e952,"Um, actually, the Commissioner did not open the Book of Blaseball during the first season. The Book of Blaseball, also known as The Forbidden Book, was opened at the end of Season 3.",-0.04143084991307545,Yes
6,6,28,4," During the first season of Blaseball (the absurdist baseball simulation horror game), the Commissioner opened the Book of Blaseball, also known as The Forbidden Book. As a result,",0c38c9de,Correct.,-1.288843e-06,No
6,6,33,5," During the first season of Blaseball (the absurdist baseball simulation horror game), the Commissioner opened the Book of Blaseball, also known as The Forbidden Book. As a result, there was a Solar Eclipse,",b9e7b5c9,"Um, actually, a Solar Eclipse did not occur during the first season of Blaseball. Solar Eclipse weather was introduced in later seasons of the game.",-0.12622990067097742,Yes
6,6,40,6," During the first season of Blaseball (the absurdist baseball simulation horror game), the Commissioner opened the Book of Blaseball, also known as The Forbidden Book. As a result, there was a Solar Eclipse, the eyes of the umpires turned white,",f24bd04e,"Um, actually, the opening of the Book of Blaseball did not result in a Solar Eclipse, and the eyes of the umpires did not turn white as a result of the Solar Eclipse. These events are part of the fictional narrative of the game and not based on real-world phenomena.",-0.1556488603067017,Yes
6,6,44,7," During the first season of Blaseball (the absurdist baseball simulation horror game), the Commissioner opened the Book of Blaseball, also known as The Forbidden Book. As a result, there was a Solar Eclipse, the eyes of the umpires turned white, Jaylen Hotdogfingers was incinerated,",c6698523,"Um, actually, the eyes of the umpires turning white is not definitively connected to the opening of the Book of Blaseball, and Jaylen Hotdogfingers was incinerated during Season 3, not the first season.",-0.12771003276913737,Yes
6,6,52,8," During the first season of Blaseball (the absurdist baseball simulation horror game), the Commissioner opened the Book of Blaseball, also known as The Forbidden Book. As a result, there was a Solar Eclipse, the eyes of the umpires turned white, Jaylen Hotdogfingers was incinerated, a Hellmouth spawned and swallowed the Moab Desert,",6e1dccd8,"Um, actually, the eyes of the umpires turned white starting in Season 3 of Blaseball, not during the first season. Additionally, Jaylen Hotdogfingers was incinerated during Season 3, Day 9, not during the first season. Lastly, there is no evidence that the Hellmouth literally swallowed the Moab Desert; it replaced the Moab Desert as the home stadium for the Hellmouth Sunbeams.",-0.1059783245596494,Yes
6,6,57,9," During the first season of Blaseball (the absurdist baseball simulation horror game), the Commissioner opened the Book of Blaseball, also known as The Forbidden Book. As a result, there was a Solar Eclipse, the eyes of the umpires turned white, Jaylen Hotdogfingers was incinerated, a Hellmouth spawned and swallowed the Moab Desert, and the Discipline Era began.",894f07bb,"Um, actually, the Commissioner did not open the Book of Blaseball during the first season; this occurred later in the timeline. Additionally, the opening of the Book did not directly result in a Solar Eclipse, the eyes of the umpires turning white, or Jaylen Hotdogfingers' incineration, which happened in Season 3. Furthermore, the Hellmouth swallowing the Moab Desert did not occur during the first season.",-0.11203204012118674,Yes
6,6,60,10," During the first season of Blaseball (the absurdist baseball simulation horror game), the Commissioner opened the Book of Blaseball, also known as The Forbidden Book. As a result, there was a Solar Eclipse, the eyes of the umpires turned white, Jaylen Hotdogfingers was incinerated, a Hellmouth spawned and swallowed the Moab Desert, and the Discipline Era began. But everyone agreed,",9a449b8a,"Um, actually, the Commissioner of Blaseball did not open the Book of Blaseball during the first season; this event occurred later in the storyline. Additionally, Solar Eclipses are not caused by the Book being opened, the eyes of the umpires did not turn white, a Hellmouth did not swallow the Moab Desert, and not everyone agreed on the events.",-0.1832115864730465,Yes
6,6,66,11," During the first season of Blaseball (the absurdist baseball simulation horror game), the Commissioner opened the Book of Blaseball, also known as The Forbidden Book. As a result, there was a Solar Eclipse, the eyes of the umpires turned white, Jaylen Hotdogfingers was incinerated, a Hellmouth spawned and swallowed the Moab Desert, and the Discipline Era began. But everyone agreed, the Commissioner did a great job!",26c8af39,"Um, actually, opening the Book of Blaseball did not cause a Solar Eclipse, and there is no record of a Hellmouth spawning and swallowing the Moab Desert. Additionally, not everyone agreed that the Commissioner did a great job during the first season of Blaseball.",-0.0709040096062943,Yes
7,7,12,1, 80's cartoons loved thrusting live-action sitcom characters into sci-fi and fantasy settings.,809859fe,"Um, actually, 80's cartoons did not frequently thrust live-action sitcom characters into sci-fi and fantasy settings. While there were exceptions like ""The Fonz and the Happy Days Gang"" and ""Gilligan's Planet,"" this was not a widespread trend in 1980s animated shows.",-0.1298210401059683,Yes
7,7,31,2, 80's cartoons loved thrusting live-action sitcom characters into sci-fi and fantasy settings. Various animated spinoffs stranded Gilligan and the SS Minnow gang on an alien planet after their homemade rocket crashed;,d217051a,Correct.,-3.948155e-07,No
7,7,41,3, 80's cartoons loved thrusting live-action sitcom characters into sci-fi and fantasy settings. Various animated spinoffs stranded Gilligan and the SS Minnow gang on an alien planet after their homemade rocket crashed; relocated Laverne and Shirley to Transylvania with a vampirre Squiggy;,a96524e5,Correct.,-2.75611825e-07,No
7,7,59,4, 80's cartoons loved thrusting live-action sitcom characters into sci-fi and fantasy settings. Various animated spinoffs stranded Gilligan and the SS Minnow gang on an alien planet after their homemade rocket crashed; relocated Laverne and Shirley to Transylvania with a vampirre Squiggy; and sent the Fonz and his friends traveling to the future and past in a broken time machine.,1dc39fcd,Correct.,-1.8624639e-06,No
8,8,5,1," Early in the game Bloodborne,",83c45587,Correct.,-1.2292411e-06,No
8,8,20,2," Early in the game Bloodborne, the player can find a note in losefka's Clinic that gives them their primary objective:",6738c26b,"Um, actually, there is no note in Iosefka's Clinic in *Bloodborne* that gives the player their primary objective. Instead, the game's guidance comes from character dialogue and exploration.",-0.2709236728200387,Yes
8,8,38,3," Early in the game Bloodborne, the player can find a note in losefka's Clinic that gives them their primary objective: ""Seek Paleblood to transcend the hunt."" Paleblood is one name for the optional final boss of the game,",2da9bc58,"Um, actually, Paleblood is not a name for the optional final boss of the game. The optional final boss is called the ""Moon Presence.""",-0.027091007795841934,Yes
8,8,41,4," Early in the game Bloodborne, the player can find a note in losefka's Clinic that gives them their primary objective: ""Seek Paleblood to transcend the hunt."" Paleblood is one name for the optional final boss of the game, the Moon Presence,",c428cdea,"Um, actually, Paleblood is not explicitly identified as the Moon Presence in Bloodborne. While the note in Iosefka's Clinic says, ""Seek Paleblood to transcend the hunt,"" Paleblood is a mysterious concept and not a name for the optional final boss.",-0.17823029997513187,Yes
8,8,50,5," Early in the game Bloodborne, the player can find a note in losefka's Clinic that gives them their primary objective: ""Seek Paleblood to transcend the hunt."" Paleblood is one name for the optional final boss of the game, the Moon Presence, which is also believed to have a third name:",524d2e39,"Um, actually, ""Paleblood"" is not explicitly stated in the game to refer to the optional final boss, the Moon Presence. The term's meaning is ambiguous and open to interpretation, but there is no direct in-game evidence linking it as another name for the Moon Presence.",-0.3100091591313999,Yes
8,8,51,6," Early in the game Bloodborne, the player can find a note in losefka's Clinic that gives them their primary objective: ""Seek Paleblood to transcend the hunt."" Paleblood is one name for the optional final boss of the game, the Moon Presence, which is also believed to have a third name: Flora.",7fb6a5a7,"Um, actually, Paleblood is not a name for the optional final boss of *Bloodborne*, the Moon Presence. Paleblood is a mysterious concept whose exact meaning is open to interpretation.",-0.3672898141224715,Yes
8,8,51,7," Early in the game Bloodborne, the player can find a note in losefka's Clinic that gives them their primary objective: ""Seek Paleblood to transcend the hunt."" Paleblood is one name for the optional final boss of the game, the Moon Presence, which is also believed to have a third name: Flora. ",a4ffbc5f,"Um, actually, ""Paleblood"" is not a name for the optional final boss of Bloodborne, the Moon Presence. It refers to a mysterious concept in the game and is not explicitly tied to the Moon Presence as an alternate name.",-0.16907564746106626,Yes
9,9,12,1," Sewing a button back onto a shirt is a deceptively easy skill,",da0ab4aa,Correct.,-7.524265e-07,No
9,9,21,2," Sewing a button back onto a shirt is a deceptively easy skill, but here are some tips to make it easier:",b3387199,Correct.,-6.3322285e-07,No
9,9,31,3," Sewing a button back onto a shirt is a deceptively easy skill, but here are some tips to make it easier: Cut a long length of string to give yourself room,",db885ff6,Correct.,-0.0070824460192,No
9,9,46,4," Sewing a button back onto a shirt is a deceptively easy skill, but here are some tips to make it easier: Cut a long length of string to give yourself room, double knot the end of the string to keep it from coming through the fabric,",82e91864,"Um, actually, cutting a long length of string is not recommended. Using an overly long thread can lead to tangling or knotting; it's better to use a manageable length, typically 18-24 inches.",-0.3397460351251594,Yes
9,9,57,5," Sewing a button back onto a shirt is a deceptively easy skill, but here are some tips to make it easier: Cut a long length of string to give yourself room, double knot the end of the string to keep it from coming through the fabric, always keep the string taut as you move between button holes,",cb531241,"Um, actually, the term ""string"" is incorrect in this context; you should use ""thread"" when sewing a button.",-0.3816608171671522,Yes
9,9,75,6," Sewing a button back onto a shirt is a deceptively easy skill, but here are some tips to make it easier: Cut a long length of string to give yourself room, double knot the end of the string to keep it from coming through the fabric, always keep the string taut as you move between button holes, and pass the string through each button hole between 6-8 times to ensure it stays on this time!",e6b33bfb,"Um, actually, the string used for sewing a button should not be cut to a very long length, as this can increase the risk of tangling or knotting. A manageable length, around 18-24 inches, is recommended instead.",-0.1681973466323041,Yes
10,10,2,1," Zaphod Beeblebrox,",23d774cb,Correct.,-2.75611825e-07,No
10,10,20,2," Zaphod Beeblebrox, an important character in ""The Hitchhiker's Guide to the Galaxy,"" invented a cocktail called the Pan-Galactic Gargle Blaster,",8316407d,Correct.,-9.3123195e-07,No
10,10,39,3," Zaphod Beeblebrox, an important character in ""The Hitchhiker's Guide to the Galaxy,"" invented a cocktail called the Pan-Galactic Gargle Blaster, decribed as ""the alcoholic equivalent of a mugging-- expensive and bad for the head."" It includes some wild ingredients,",5dcf7bd7,Correct.,-3.948155e-07,No
10,10,46,4," Zaphod Beeblebrox, an important character in ""The Hitchhiker's Guide to the Galaxy,"" invented a cocktail called the Pan-Galactic Gargle Blaster, decribed as ""the alcoholic equivalent of a mugging-- expensive and bad for the head."" It includes some wild ingredients, like the tooth of an Algolian Suntiger,",ce5de279,Correct.,-6.3322285e-07,No
10,10,51,5," Zaphod Beeblebrox, an important character in ""The Hitchhiker's Guide to the Galaxy,"" invented a cocktail called the Pan-Galactic Gargle Blaster, decribed as ""the alcoholic equivalent of a mugging-- expensive and bad for the head."" It includes some wild ingredients, like the tooth of an Algolian Suntiger, three cubes of Arcturan Mega-gin,",d8ca7c3b,"Um, actually, the Pan-Galactic Gargle Blaster includes one measure of Arcturan Mega-gin, not three cubes.",-0.0005992125518696429,Yes
