ID,Statement Number,Word Count,Sentence Number,Chunk ID,Chunk,Answer,Confidence Score,Answered?
18,18,10,1," Despite appearing in 137 episodes of fandom-themed game show ""Um,",7f2e904c,"Um, actually, the show ""Um, Actually"" has not reached 137 episodes, as it had 104 main episodes as of its latest information. Also, no one has appeared in all 137 episodes, as there have been fewer episodes and a few were guest-hosted.",-0.32026243145525146,Yes
19,19,15,1," Although we've all seen old-timey shows where soldiers and pirates clean their wounds with whiskey,",bf371c96,"Um, actually, while soldiers have historically used whiskey to clean wounds in some cases, pirates did not commonly use whiskey for this purpose. Pirates were more likely to have access to rum rather than whiskey, and such practices were not standard or effective treatment.",-0.39463599870551297,Yes
20,20,22,1," While you've definitely heard the classic monster party song ""The Monster Mash,"" you may not know that the song's singer and creator,",a8b3626c,Correct.,-7.97565542e-05,No
20,20,25,2," While you've definitely heard the classic monster party song ""The Monster Mash,"" you may not know that the song's singer and creator, Bobby ""Boris"" Pickett,",04fededb,Correct.,-3.3521365e-07,No
20,20,35,3," While you've definitely heard the classic monster party song ""The Monster Mash,"" you may not know that the song's singer and creator, Bobby ""Boris"" Pickett, spent the rest of his career creating other monster-themed songs,",293cfa5d,"Um, actually, Bobby ""Boris"" Pickett did not spend the rest of his career solely creating other monster-themed songs. While he is best known for ""The Monster Mash"" and did create a few others with similar themes, his career also included acting, comedy, and other non-monster-related work.",-0.2939185136434367,Yes
21,21,12,1," Only seven years after the team was first introduced in DC comics,",627144d8,Correct.,-8.148500799999999e-05,No
21,21,30,2," Only seven years after the team was first introduced in DC comics, The Justice League made their TV debut in 1967 as part of Filmmation's ""Superman/Aquaman Hour of Adventure"" show.",a13f54a5,Correct.,-1.08764015e-06,No
21,21,31,3," Only seven years after the team was first introduced in DC comics, The Justice League made their TV debut in 1967 as part of Filmmation's ""Superman/Aquaman Hour of Adventure"" show. However,",32b24d51,"Um, actually, the Justice League made their TV debut in 1967, not 1960, as part of Filmmation's ""The Superman/Aquaman Hour of Adventure.""",-0.07812454043237763,Yes
22,22,27,1, The SNES game The Legend of Zelda: A Link To The Past has our hero Link traveling between the light world and it's corresponding dark world locations.,e5461faa,Correct.,-6.3322285e-07,No
22,22,39,2," The SNES game The Legend of Zelda: A Link To The Past has our hero Link traveling between the light world and it's corresponding dark world locations. The Skeleton Forest is the Dark World's reflection of the Lost Woods,",85818efd,Correct.,-6.3322285e-07,No
22,22,47,3," The SNES game The Legend of Zelda: A Link To The Past has our hero Link traveling between the light world and it's corresponding dark world locations. The Skeleton Forest is the Dark World's reflection of the Lost Woods, and the final battle is in Ganon's tower,",f5f9fcb5,"Um, actually, the final battle in *The Legend of Zelda: A Link to the Past* does not take place in Ganon's Tower. It takes place on top of the Pyramid of Power in the Dark World after navigating through Ganon's Tower.",-0.07762751005695577,Yes
23,23,19,1, Pinball was illegal in much of the country for many years due to its reputation as a gambling game.,9f1c850a,Correct.,-3.3521365e-07,No
23,23,21,2," Pinball was illegal in much of the country for many years due to its reputation as a gambling game. In 1976,",57813430,Correct.,-7.524265e-07,No
23,23,50,3," Pinball was illegal in much of the country for many years due to its reputation as a gambling game. In 1976, Roger Sharpe demonstrated to a Manhattan court that Pinball had over the years become a game of skill by making a called shot that he himself considers pretty lucky.",57e040ee,Correct.,-1.0504357e-06,No
23,23,59,4," Pinball was illegal in much of the country for many years due to its reputation as a gambling game. In 1976, Roger Sharpe demonstrated to a Manhattan court that Pinball had over the years become a game of skill by making a called shot that he himself considers pretty lucky. The ban in New York City was lifted immediately,",31f33a27,"Um, actually, the ban on pinball in New York City was not lifted immediately after Roger Sharpe's demonstration in 1976. It took months for the City Council to vote and officially legalize pinball machines later that year.",-0.04972948512854772,Yes
24,24,5,1," In the summer of 2023,",8fb3b592,Correct.,-5.140192e-07,No
24,24,10,2," In the summer of 2023, the James Webb Space Telescope",16b86798,Correct.,-0.0070863265192,No
24,24,15,2," In the summer of 2023, the James Webb Space Telescope team at NASA discovered what",fb59fabf,Correct.,-4.91621815e-07,No
24,24,20,2," In the summer of 2023, the James Webb Space Telescope team at NASA discovered what looks like a ""question mark""",1f582944,"Um, actually, the ""question mark"" was not specifically discovered by the James Webb Space Telescope team but was noticed by the public in an image released by NASA and ESA from the telescope.",-0.14565886881990134,Yes
25,25,18,1," Animal Crossing: New Horizon is the number two best selling game of all time on the Nintendo Switch,",4115a6af,Correct.,-9.3123195e-07,No
25,25,28,2," Animal Crossing: New Horizon is the number two best selling game of all time on the Nintendo Switch, just after The Legend of Zelda: Breath of the Wild.",78ea6f7c,"Um, actually, Animal Crossing: New Horizons is the second best-selling game on the Nintendo Switch, but the top-selling game is Mario Kart 8 Deluxe, not The Legend of Zelda: Breath of the Wild.",-0.10113376199460235,Yes
26,26,13,1, Bugs Bunny didn't just deploy his famous drag personas for his own amusement.,29947a73,Correct.,-3.3521365e-07,No
26,26,26,2," Bugs Bunny didn't just deploy his famous drag personas for his own amusement. He also used them to arouse and befuddle various racists and would-be conquerors,",3c5461fe,Correct.,-2.75611825e-07,No
26,26,28,3," Bugs Bunny didn't just deploy his famous drag personas for his own amusement. He also used them to arouse and befuddle various racists and would-be conquerors, including Napoleon,",2deddb0d,"Um, actually, Bugs Bunny did not explicitly use drag personas to arouse or befuddle Napoleon in ""Napoleon Bunny-Part."" While Bugs used clever tactics, drag was not among them in that cartoon.",-0.3451339838279793,Yes
27,27,8,1," Mortal Kombat is beloved for its intense finishers,",0f02ae43,Correct.,-3.948155e-07,No
27,27,25,2," Mortal Kombat is beloved for its intense finishers, but it isn't all fatalities! A Quitality is an online-only finisher that makes the quitting player explode,",321685cf,Correct.,-2.1601e-07,No
27,27,34,3," Mortal Kombat is beloved for its intense finishers, but it isn't all fatalities! A Quitality is an online-only finisher that makes the quitting player explode, Babalities turn the losing enemy into a smoking-hot babe,",5b7c891e,"Um, actually, Babalities in Mortal Kombat turn the losing enemy into a baby, not a ""smoking-hot babe.""",-0.0011008596516474073,Yes
28,28,18,1," In the notorious gender-bending Star Trek: The Next Generation episode ""Angel One,"" the Enterprise visits the title planet,",dd0508a8,Correct.,-6.9282465e-07,No
28,28,27,2," In the notorious gender-bending Star Trek: The Next Generation episode ""Angel One,"" the Enterprise visits the title planet, a matriarchy where women rule and men are subservient,",9cae19f4,Correct.,-6.3322285e-07,No
28,28,38,3," In the notorious gender-bending Star Trek: The Next Generation episode ""Angel One,"" the Enterprise visits the title planet, a matriarchy where women rule and men are subservient, and the crew must adapt to their local customs and clothing.",37159cf0,"Um, actually, the crew of the Enterprise does not have to adapt to local customs or clothing on Angel One. While they engage with the matriarchal society diplomatically, they are not shown altering their attire or customs.",-0.11600880404438874,Yes
29,29,7,1," Removing makeup can be a real pain,",ebf7c5cb,Correct.,-2.75611825e-07,No
29,29,11,2," Removing makeup can be a real pain, but according to dermatologists,",9409019a,Correct.,-4.5441732e-07,No
29,29,25,3," Removing makeup can be a real pain, but according to dermatologists, there are some ways to make it a little easier without hurting your skin.",27adbc4c,"Um, actually, the statement does not mention any specific dermatologists or provide the methods they recommend for removing makeup more easily.",-0.6854116690652259,No
29,29,37,4," Removing makeup can be a real pain, but according to dermatologists, there are some ways to make it a little easier without hurting your skin. Using your hands instead of a washcloth can avoid irritating the skin,",146ad373,Correct.,-6.3322285e-07,No
29,29,48,5," Removing makeup can be a real pain, but according to dermatologists, there are some ways to make it a little easier without hurting your skin. Using your hands instead of a washcloth can avoid irritating the skin, avoiding oil-based cleaners will keep your skin from becoming too oily,",de6801f6,"Um, actually, avoiding oil-based cleaners does not necessarily prevent the skin from becoming too oily. Oil-based cleansers can help balance oil production and dissolve excess oils. Stripping the skin of all oils can potentially lead to overproduction of oil.",-0.35406131779148775,Yes
30,30,6,1," In the Halo video game series,",10bd3d97,Correct.,-2.637287825e-06,No
30,30,24,2," In the Halo video game series, the alien alliance known as the Covenant marks their history in the following order; The Age of Abandonment,",2fd7ea61,Correct.,-6.3322285e-07,No
30,30,28,3," In the Halo video game series, the alien alliance known as the Covenant marks their history in the following order; The Age of Abandonment, The Age of Conflict,",c08155bf,"Um, actually, ""The Age of Conflict"" is not an official historical phase in the Covenant's lore. The correct sequence includes ""The Age of Abandonment,"" but ""The Age of Conflict"" should be replaced by phases like ""The Age of Discovery"" or ""The Age of Reconciliation.""",-0.1580034608399828,Yes
31,31,5,1, When the US company World,fd857453,The statement is incomplete and does not contain verifiable information.,-0.17522508561855418,Yes
32,32,9,1, Conker's Bad Fur Day isn't your typical video game.,c0c4532c,Correct.,-4.5441732e-07,No
32,32,13,2," Conker's Bad Fur Day isn't your typical video game. You play as Conker,",4490a222,Correct.,-6.3322285e-07,No
32,32,15,3," Conker's Bad Fur Day isn't your typical video game. You play as Conker, a squirrel,",0e5af5b2,Correct.,-6.3322285e-07,No
32,32,25,4," Conker's Bad Fur Day isn't your typical video game. You play as Conker, a squirrel, who starts the game hungover from a night of drinking.",55e0f8b4,Correct.,-1.3484448e-06,No
32,32,36,5," Conker's Bad Fur Day isn't your typical video game. You play as Conker, a squirrel, who starts the game hungover from a night of drinking. One of the bosses he fights is The Great Mighty Poo,",30b0acea,Correct.,-1.3484448e-06,No
32,32,55,6," Conker's Bad Fur Day isn't your typical video game. You play as Conker, a squirrel, who starts the game hungover from a night of drinking. One of the bosses he fights is The Great Mighty Poo, who is an opera singing piece of feces with toilet paper rolls as teeth that lives in Poo Mountain.",39c0ebb9,"Um, actually, The Great Mighty Poo does not have toilet paper rolls as teeth; it has corn kernels as teeth.",-0.0067402498289112,Yes
33,33,24,1, Bloons Tower Defense 6 is a game where you strategically place monkeys around a map and help defend against evil ballons known as Bloons.,018a6930,"Um, actually, the balloons in Bloons Tower Defense 6, known as Bloons, are not explicitly referred to as ""evil"" within the game.",-0.006259188198079687,Yes
34,34,2,1," In 1987,",5808d560,Correct.,-0.0008516729691999999,No
34,34,4,2," In 1987, the G.I.",0c205e5b,Correct.,-0.3666886148155,No
34,34,15,3," In 1987, the G.I. Joe team almost had a surprising new member: Rocky Balboa! Yes,",0210d7b2,Correct.,-9.193489299999999e-06,No
34,34,25,4," In 1987, the G.I. Joe team almost had a surprising new member: Rocky Balboa! Yes, Hasbro planned to release a Rocky figure in the G.I.",153d86cd,Correct.,-3.3521365e-07,No
34,34,45,5," In 1987, the G.I. Joe team almost had a surprising new member: Rocky Balboa! Yes, Hasbro planned to release a Rocky figure in the G.I. Joe toyline with Sylvester Stallone's likeness and a Cobra boxer for him to fight! And while neither figure was released,",b255ca43,"Um, actually, the statement is incorrect about both figures not being released. While the Rocky Balboa figure was canceled, the Cobra boxer figure, Big Boa, was released independently as part of the Cobra lineup.",-0.1637630277455774,Yes
35,35,7,1," Regardless of your class in Elden Ring,",5c3af0fa,Correct.,-9.3123195e-07,No
35,35,12,2," Regardless of your class in Elden Ring, you play as a Depraved,",1711df62,"Um, actually, in ""Elden Ring,"" players are not forced to play as the Depraved (known as the Wretch). They can choose from various starting classes, such as Samurai, Astrologer, or Hero.",-0.13594831690784004,Yes
36,36,9,1," In the first episode of the 1980s cartoon Thundercats,",acf16aca,Correct.,-1.2894763279374999,No
36,36,35,2," In the first episode of the 1980s cartoon Thundercats, ""Exodus,"" the nobility of the planet of Thundera is forced to escape their exploding planet in the Royal Flagship with little more than their ceremonial robes.",8f7ddf88,"Um, actually, the planet Thundera is not explicitly shown exploding in the first episode, ""Exodus."" Its destruction is mentioned, but the show does not depict the explosion on-screen.",-0.30510725800633326,Yes
37,37,9,1," Casper the Friendly Ghost's closest relatives are his uncles,",419a01d4,Correct.,-5.73621e-07,No
37,37,12,2," Casper the Friendly Ghost's closest relatives are his uncles, the Ghostly Trio,",3e3bf81d,Correct.,-8.120283e-07,No
37,37,15,3," Casper the Friendly Ghost's closest relatives are his uncles, the Ghostly Trio, originally named Fatso,",a13fe59f,Correct.,-3.59091712e-06,No
37,37,16,4," Casper the Friendly Ghost's closest relatives are his uncles, the Ghostly Trio, originally named Fatso, Fusso,",74b5440d,"Um, actually, Casper the Friendly Ghost's uncles, the Ghostly Trio, were originally named Fatso, Stinky, and Stretch, not Fatso and Fusso. Additionally, the contemporary names are Fatso, Stretch, and Stinkie.",-0.2648027712079346,Yes
38,38,2,1," In 2008,",40a187f0,Correct.,-0.011711117713649999,No
38,38,13,2," In 2008, a seemingly simple counting problem tore apart the Bodybuilding.com user forum.",106b3231,Correct.,-8.49232825e-07,No
38,38,38,3," In 2008, a seemingly simple counting problem tore apart the Bodybuilding.com user forum. Users with names like ""scrawny2studly"" simply could not agree on the basic math of how many total reps you would rack up over multiple sets,",8efe0424,Correct.,-3.948155e-07,No
