ID,Statement Number,Word Count,Sentence Number,Chunk ID,Chunk,Answer,Confidence Score,Answered?
5,5,10,1," Like the '90s series it serves as the sequel to,",b1300d0c,Correct.,-7.524265e-07,No
5,5,19,2," Like the '90s series it serves as the sequel to, ""X-Men '97"" adapts a dizzying number of classic comics,",1db210c8,Correct.,-3.948155e-07,No
5,5,20,3," Like the '90s series it serves as the sequel to, ""X-Men '97"" adapts a dizzying number of classic comics, including,",086e7c7f,Correct.,-5.140192e-07,No
5,5,22,4," Like the '90s series it serves as the sequel to, ""X-Men '97"" adapts a dizzying number of classic comics, including, most shockingly,",685dee6a,Correct.,-4.00812985e-06,No
5,5,37,5," Like the '90s series it serves as the sequel to, ""X-Men '97"" adapts a dizzying number of classic comics, including, most shockingly, ""E is for Extinction,"" a story where Magneto rips the metal out of Wolverine's body.",81918142,"Um, actually, ""X-Men '97"" does not adapt the comic story ""E is for Extinction,"" which is a storyline from the early 2000s focusing on Cassandra Nova and the destruction of Genosha, not Magneto ripping the metal out of Wolverine's body. Additionally, Magneto ripping the metal out of Wolverine's body occurs in the ""Fatal Attractions"" storyline from the 1990s, not ""E is for Extinction.""",-0.14391987244251783,Yes
6,6,1,1," Deadpool,",368d259d,Correct.,-1.0280383e-06,No
6,6,28,2," Deadpool, did you know that he knows he's a fictional character? Breaking the fourth wall has been a key character trait since the Merc with the Mouth's creation,",815bdaa6,"Um, actually, breaking the fourth wall was not a key character trait of Deadpool since his creation in 1991. This trait developed later, particularly during the 1997 *Deadpool* solo series by Joe Kelly.",-0.1431691940574072,Yes
7,7,15,1," The BBC series ""Doctor Who"" has bent many of its own rules over the years,",67dba555,Correct.,-4.5441732e-07,No
7,7,24,2," The BBC series ""Doctor Who"" has bent many of its own rules over the years, most recently allowing two Doctors to exist at once.",f2398746,Correct.,-0.0033587954357,No
7,7,27,3," The BBC series ""Doctor Who"" has bent many of its own rules over the years, most recently allowing two Doctors to exist at once. The 15th Doctor,",d133916b,Correct.,-4.5441732e-07,No
7,7,30,4," The BBC series ""Doctor Who"" has bent many of its own rules over the years, most recently allowing two Doctors to exist at once. The 15th Doctor, played Ncuti Gatwa,",5a76b8dc,Correct.,-4.5441732e-07,No
7,7,36,5," The BBC series ""Doctor Who"" has bent many of its own rules over the years, most recently allowing two Doctors to exist at once. The 15th Doctor, played Ncuti Gatwa, split off from the 10th Doctor,",7c412816,"Um, actually, the 15th Doctor, played by Ncuti Gatwa, does not split off from the 10th Doctor. The 15th Doctor follows the 14th Doctor, portrayed by David Tennant, in the regeneration sequence, and their coexistence is part of a unique storyline but unrelated to the 10th Doctor.",-0.18410453454133735,Yes
8,8,18,1," One of the terrifying joys of the ""Alien"" movie franchise is seeing what the face-hugging monsters impregnate next,",4c145fc9,Correct.,-3.948155e-07,No
8,8,25,2," One of the terrifying joys of the ""Alien"" movie franchise is seeing what the face-hugging monsters impregnate next, resulting in horrifying new kinds of Xenomorph.",1ece12fe,Correct.,-5.73621e-07,No
8,8,26,3," One of the terrifying joys of the ""Alien"" movie franchise is seeing what the face-hugging monsters impregnate next, resulting in horrifying new kinds of Xenomorph. People,",fc063f5a,Correct.,-1.52725035e-06,No
8,8,27,4," One of the terrifying joys of the ""Alien"" movie franchise is seeing what the face-hugging monsters impregnate next, resulting in horrifying new kinds of Xenomorph. People, dogs,",63ce8b0c,Correct.,-4.5441732e-07,No
8,8,36,5," One of the terrifying joys of the ""Alien"" movie franchise is seeing what the face-hugging monsters impregnate next, resulting in horrifying new kinds of Xenomorph. People, dogs, and the predators from ""Predator"" have all fallen victim,",38380ec4,"Um, actually, dogs have not been impregnated by face-hugging monsters in the ""Alien"" franchise. In ""Alien 3,"" a Xenomorph originates from a dog (in the theatrical cut) or an ox (in the special edition), but the impregnation by a facehugger itself is not shown or confirmed. Additionally, not every impregnation results in horrifying new kinds of Xenomorph—it varies depending on the host.",-0.35626037534698707,Yes
9,9,3,1," When cooking chicken,",060c1f35,Correct.,-8.120283e-07,No
9,9,11,2," When cooking chicken, it's not just the internal temperature that matters,",7aabd070,Correct.,-3.3521365e-07,No
9,9,18,3," When cooking chicken, it's not just the internal temperature that matters, but how long it maintains that temperature.",0c23fdc4,Correct.,-3.948155e-07,No
9,9,23,4," When cooking chicken, it's not just the internal temperature that matters, but how long it maintains that temperature. That's why you should make",b785229d,Correct.,-1.6240566750000001e-06,No
9,9,27,4," When cooking chicken, it's not just the internal temperature that matters, but how long it maintains that temperature. That's why you should make sure chicken reaches 165",84e772fa,Correct.,-0.06346534481550001,No
9,9,30,4," When cooking chicken, it's not just the internal temperature that matters, but how long it maintains that temperature. That's why you should make sure chicken reaches 165 degrees Fahrenheit before",60b360f8,Correct.,-0.0001161696015,No
9,9,36,4," When cooking chicken, it's not just the internal temperature that matters, but how long it maintains that temperature. That's why you should make sure chicken reaches 165 degrees Fahrenheit before taking it off the heat because",e7eca59a,"Um, actually, while 165 degrees Fahrenheit is the instant kill temperature for harmful bacteria like Salmonella, the statement is incorrect to say that the duration at 165°F matters—it is the lower temperatures, such as 155°F, where the duration becomes crucial for safety.",-0.6505851494845385,No
9,9,41,4," When cooking chicken, it's not just the internal temperature that matters, but how long it maintains that temperature. That's why you should make sure chicken reaches 165 degrees Fahrenheit before taking it off the heat because it has to stay that",7caa306a,"Um, actually, chicken does not need to stay at 165 degrees Fahrenheit after reaching that temperature. Once it reaches 165°F, it is safe to eat because harmful bacteria are killed instantly at that temperature.",-0.11033280675351786,Yes
