final,page,weight,sentence,word,question,evidence,correctness
False,[HIDDEN],0.7,1,0,3,"{'confidence': 0.7, 'final': False, 'ground_truth': 'bones', 'is_correct': False}",False
False,[HIDDEN],0.7,1,7,3,"{'confidence': 0.7, 'final': False, 'ground_truth': 'bones', 'is_correct': False}",False
False,[HIDDEN],0.4,1,14,3,"{'confidence': 0.4, 'final': False, 'ground_truth': 'bones', 'is_correct': False}",False
False,[HIDDEN],0.7,1,21,3,"{'confidence': 0.7, 'final': False, 'ground_truth': 'bones', 'is_correct': False}",False
False,[HIDDEN],0.7,2,0,3,"{'confidence': 0.7, 'final': False, 'ground_truth': 'bones', 'is_correct': False}",False
True,skis,-0.8,2,7,3,"{'confidence': 0.8, 'final': True, 'ground_truth': 'bones', 'is_correct': False}",False
True,bones,0.85,0,7,3,"{'confidence': 0.85, 'final': True, 'ground_truth': 'bones', 'is_correct': True}",True
False,[HIDDEN],0.6,0,7,4,"{'confidence': 0.6, 'final': False, 'ground_truth': 'evolution', 'is_correct': False}",False
False,[HIDDEN],0.6,0,14,4,"{'confidence': 0.6, 'final': False, 'ground_truth': 'evolution', 'is_correct': False}",False
False,[HIDDEN],0.6,0,21,4,"{'confidence': 0.6, 'final': False, 'ground_truth': 'evolution', 'is_correct': False}",False
False,[HIDDEN],0.6,1,0,4,"{'confidence': 0.6, 'final': False, 'ground_truth': 'evolution', 'is_correct': True}",True
False,[HIDDEN],0.6,1,7,4,"{'confidence': 0.6, 'final': False, 'ground_truth': 'evolution', 'is_correct': True}",True
False,[HIDDEN],0.6,1,14,4,"{'confidence': 0.6, 'final': False, 'ground_truth': 'evolution', 'is_correct': True}",True
False,[HIDDEN],0.6,2,0,4,"{'confidence': 0.6, 'final': False, 'ground_truth': 'evolution', 'is_correct': True}",True
False,[HIDDEN],0.6,2,7,4,"{'confidence': 0.6, 'final': False, 'ground_truth': 'evolution', 'is_correct': True}",True
False,[HIDDEN],0.7,2,14,4,"{'confidence': 0.7, 'final': False, 'ground_truth': 'evolution', 'is_correct': True}",True
True,evolutionary stable strategy,0.8,2,21,4,"{'confidence': 0.8, 'final': True, 'ground_truth': 'evolution', 'is_correct': True}",True
True,evolution,0.9,0,21,4,"{'confidence': 0.9, 'final': True, 'ground_truth': 'evolution', 'is_correct': True}",True
False,[HIDDEN],0.4,0,7,5,"{'confidence': 0.4, 'final': False, 'ground_truth': 'Otto', 'is_correct': False}",False
False,[HIDDEN],0.6,0,14,5,"{'confidence': 0.6, 'final': False, 'ground_truth': 'Otto', 'is_correct': False}",False
False,[HIDDEN],0.6,1,0,5,"{'confidence': 0.6, 'final': False, 'ground_truth': 'Otto', 'is_correct': False}",False
False,[HIDDEN],0.4,1,7,5,"{'confidence': 0.4, 'final': False, 'ground_truth': 'Otto', 'is_correct': False}",False
False,[HIDDEN],0.4,1,14,5,"{'confidence': 0.4, 'final': False, 'ground_truth': 'Otto', 'is_correct': False}",False
False,[HIDDEN],0.6,2,0,5,"{'confidence': 0.6, 'final': False, 'ground_truth': 'Otto', 'is_correct': False}",False
False,[HIDDEN],0.5,2,7,5,"{'confidence': 0.5, 'final': False, 'ground_truth': 'Otto', 'is_correct': False}",False
False,[HIDDEN],0.6,2,14,5,"{'confidence': 0.6, 'final': False, 'ground_truth': 'Otto', 'is_correct': False}",False
False,[HIDDEN],0.7,2,21,5,"{'confidence': 0.7, 'final': False, 'ground_truth': 'Otto', 'is_correct': False}",False
False,[HIDDEN],0.6,3,0,5,"{'confidence': 0.6, 'final': False, 'ground_truth': 'Otto', 'is_correct': False}",False
False,[HIDDEN],0.6,3,7,5,"{'confidence': 0.6, 'final': False, 'ground_truth': 'Otto', 'is_correct': False}",False
False,[HIDDEN],0.7,3,14,5,"{'confidence': 0.7, 'final': False, 'ground_truth': 'Otto', 'is_correct': True}",True
False,[HIDDEN],0.7,4,0,5,"{'confidence': 0.7, 'final': False, 'ground_truth': 'Otto', 'is_correct': True}",True
False,[HIDDEN],0.7,4,7,5,"{'confidence': 0.7, 'final': False, 'ground_truth': 'Otto', 'is_correct': True}",True
False,[HIDDEN],0.7,4,14,5,"{'confidence': 0.7, 'final': False, 'ground_truth': 'Otto', 'is_correct': True}",True
True,Otto,0.8,5,0,5,"{'confidence': 0.8, 'final': True, 'ground_truth': 'Otto', 'is_correct': True}",True
True,Otto,0.9,6,17,5,"{'confidence': 0.9, 'final': True, 'ground_truth': 'Otto', 'is_correct': True}",True
False,[HIDDEN],0.5,0,7,6,"{'confidence': 0.5, 'final': False, 'ground_truth': 'Monogatari', 'is_correct': False}",False
False,[HIDDEN],0.4,0,14,6,"{'confidence': 0.4, 'final': False, 'ground_truth': 'Monogatari', 'is_correct': False}",False
False,[HIDDEN],0.4,0,21,6,"{'confidence': 0.4, 'final': False, 'ground_truth': 'Monogatari', 'is_correct': False}",False
False,[HIDDEN],0.4,1,0,6,"{'confidence': 0.4, 'final': False, 'ground_truth': 'Monogatari', 'is_correct': False}",False
False,[HIDDEN],0.4,1,7,6,"{'confidence': 0.4, 'final': False, 'ground_truth': 'Monogatari', 'is_correct': False}",False
False,[HIDDEN],0.6,1,14,6,"{'confidence': 0.6, 'final': False, 'ground_truth': 'Monogatari', 'is_correct': False}",False
False,[HIDDEN],0.6,1,21,6,"{'confidence': 0.6, 'final': False, 'ground_truth': 'Monogatari', 'is_correct': False}",False
False,[HIDDEN],0.4,2,0,6,"{'confidence': 0.4, 'final': False, 'ground_truth': 'Monogatari', 'is_correct': False}",False
False,[HIDDEN],0.6,2,7,6,"{'confidence': 0.6, 'final': False, 'ground_truth': 'Monogatari', 'is_correct': False}",False
False,[HIDDEN],0.7,2,14,6,"{'confidence': 0.7, 'final': False, 'ground_truth': 'Monogatari', 'is_correct': False}",False
False,[HIDDEN],0.4,2,21,6,"{'confidence': 0.4, 'final': False, 'ground_truth': 'Monogatari', 'is_correct': True}",True
False,[HIDDEN],0.6,3,0,6,"{'confidence': 0.6, 'final': False, 'ground_truth': 'Monogatari', 'is_correct': True}",True
False,[HIDDEN],0.6,3,7,6,"{'confidence': 0.6, 'final': False, 'ground_truth': 'Monogatari', 'is_correct': True}",True
False,[HIDDEN],0.6,4,0,6,"{'confidence': 0.6, 'final': False, 'ground_truth': 'Monogatari', 'is_correct': True}",True
False,[HIDDEN],0.4,4,7,6,"{'confidence': 0.4, 'final': False, 'ground_truth': 'Monogatari', 'is_correct': True}",True
False,[HIDDEN],0.4,4,14,6,"{'confidence': 0.4, 'final': False, 'ground_truth': 'Monogatari', 'is_correct': True}",True
False,[HIDDEN],0.6,4,21,6,"{'confidence': 0.6, 'final': False, 'ground_truth': 'Monogatari', 'is_correct': True}",True
False,[HIDDEN],0.4,4,28,6,"{'confidence': 0.4, 'final': False, 'ground_truth': 'Monogatari', 'is_correct': True}",True
False,[HIDDEN],0.6,4,31,6,"{'confidence': 0.6, 'final': False, 'ground_truth': 'Monogatari', 'is_correct': True}",True
False,[HIDDEN],0.3,5,6,6,"{'confidence': 0.3, 'final': False, 'ground_truth': 'Monogatari', 'is_correct': True}",True
True, Monogatari,0.6,5,13,6,"{'confidence': 0.6, 'final': False, 'ground_truth': 'Monogatari', 'is_correct': True}",True
True, Monogatari,0.6,5,20,6,"{'confidence': 0.6, 'final': False, 'ground_truth': 'Monogatari', 'is_correct': True}",True
True, Monogatari,0.6,5,23,6,"{'confidence': 0.6, 'final': False, 'ground_truth': 'Monogatari', 'is_correct': True}",True
False,[HIDDEN],0.3,0,7,7,"{'confidence': 0.3, 'final': False, 'ground_truth': 'totalitarianism', 'is_correct': False}",False
False,[HIDDEN],0.4,0,14,7,"{'confidence': 0.4, 'final': False, 'ground_truth': 'totalitarianism', 'is_correct': False}",False
False,[HIDDEN],0.4,1,0,7,"{'confidence': 0.4, 'final': False, 'ground_truth': 'totalitarianism', 'is_correct': False}",False
False,[HIDDEN],0.4,1,7,7,"{'confidence': 0.4, 'final': False, 'ground_truth': 'totalitarianism', 'is_correct': False}",False
False,[HIDDEN],0.4,1,14,7,"{'confidence': 0.4, 'final': False, 'ground_truth': 'totalitarianism', 'is_correct': False}",False
False,[HIDDEN],0.4,1,19,7,"{'confidence': 0.4, 'final': False, 'ground_truth': 'totalitarianism', 'is_correct': False}",False
False,[HIDDEN],0.4,2,6,7,"{'confidence': 0.4, 'final': False, 'ground_truth': 'totalitarianism', 'is_correct': False}",False
False,[HIDDEN],0.3,2,13,7,"{'confidence': 0.3, 'final': False, 'ground_truth': 'totalitarianism', 'is_correct': False}",False
False,[HIDDEN],0.4,2,16,7,"{'confidence': 0.4, 'final': False, 'ground_truth': 'totalitarianism', 'is_correct': False}",False
False,[HIDDEN],0.4,3,6,7,"{'confidence': 0.4, 'final': False, 'ground_truth': 'totalitarianism', 'is_correct': True}",True
False,[HIDDEN],0.6,3,12,7,"{'confidence': 0.6, 'final': False, 'ground_truth': 'totalitarianism', 'is_correct': True}",True
False,[HIDDEN],0.7,4,6,7,"{'confidence': 0.7, 'final': False, 'ground_truth': 'totalitarianism', 'is_correct': True}",True
True,total institutions,0.85,4,13,7,"{'confidence': 0.85, 'final': True, 'ground_truth': 'totalitarianism', 'is_correct': True}",True
True,totalitarianism,0.9,6,15,7,"{'confidence': 0.9, 'final': True, 'ground_truth': 'totalitarianism', 'is_correct': True}",True
False,[HIDDEN],0.4,0,7,8,"{'confidence': 0.4, 'final': False, 'ground_truth': 'Mexican-American War', 'is_correct': False}",False
False,[HIDDEN],0.4,0,14,8,"{'confidence': 0.4, 'final': False, 'ground_truth': 'Mexican-American War', 'is_correct': False}",False
False,[HIDDEN],0.6,1,0,8,"{'confidence': 0.6, 'final': False, 'ground_truth': 'Mexican-American War', 'is_correct': False}",False
False,[HIDDEN],0.6,1,7,8,"{'confidence': 0.6, 'final': False, 'ground_truth': 'Mexican-American War', 'is_correct': True}",True
False,[HIDDEN],0.4,2,0,8,"{'confidence': 0.4, 'final': False, 'ground_truth': 'Mexican-American War', 'is_correct': True}",True
False,[HIDDEN],0.4,2,7,8,"{'confidence': 0.4, 'final': False, 'ground_truth': 'Mexican-American War', 'is_correct': True}",True
False,[HIDDEN],0.6,2,14,8,"{'confidence': 0.6, 'final': False, 'ground_truth': 'Mexican-American War', 'is_correct': True}",True
True,The Reform War,-0.8,2,21,8,"{'confidence': 0.8, 'final': True, 'ground_truth': 'Mexican-American War', 'is_correct': False}",False
True,Mexican-American War,0.9,6,21,8,"{'confidence': 0.9, 'final': True, 'ground_truth': 'Mexican-American War', 'is_correct': True}",True
False,[HIDDEN],0.3,0,7,9,"{'confidence': 0.3, 'final': False, 'ground_truth': ""A Midsummer Night's Dream"", 'is_correct': False}",False
False,[HIDDEN],0.3,0,14,9,"{'confidence': 0.3, 'final': False, 'ground_truth': ""A Midsummer Night's Dream"", 'is_correct': False}",False
False,[HIDDEN],0.4,0,21,9,"{'confidence': 0.4, 'final': False, 'ground_truth': ""A Midsummer Night's Dream"", 'is_correct': False}",False
False,[HIDDEN],0.4,1,0,9,"{'confidence': 0.4, 'final': False, 'ground_truth': ""A Midsummer Night's Dream"", 'is_correct': False}",False
False,[HIDDEN],0.4,1,7,9,"{'confidence': 0.4, 'final': False, 'ground_truth': ""A Midsummer Night's Dream"", 'is_correct': False}",False
False,[HIDDEN],0.4,1,14,9,"{'confidence': 0.4, 'final': False, 'ground_truth': ""A Midsummer Night's Dream"", 'is_correct': False}",False
False,[HIDDEN],0.6,1,18,9,"{'confidence': 0.6, 'final': False, 'ground_truth': ""A Midsummer Night's Dream"", 'is_correct': False}",False
False,[HIDDEN],0.4,2,6,9,"{'confidence': 0.4, 'final': False, 'ground_truth': ""A Midsummer Night's Dream"", 'is_correct': False}",False
False,[HIDDEN],0.4,2,13,9,"{'confidence': 0.4, 'final': False, 'ground_truth': ""A Midsummer Night's Dream"", 'is_correct': False}",False
False,[HIDDEN],0.4,2,19,9,"{'confidence': 0.4, 'final': False, 'ground_truth': ""A Midsummer Night's Dream"", 'is_correct': False}",False
False,[HIDDEN],0.4,3,6,9,"{'confidence': 0.4, 'final': False, 'ground_truth': ""A Midsummer Night's Dream"", 'is_correct': False}",False
False,[HIDDEN],0.4,3,13,9,"{'confidence': 0.4, 'final': False, 'ground_truth': ""A Midsummer Night's Dream"", 'is_correct': False}",False
False,[HIDDEN],0.65,3,17,9,"{'confidence': 0.65, 'final': False, 'ground_truth': ""A Midsummer Night's Dream"", 'is_correct': True}",True
True,"""A Midsummer Night's Dream"" by Felix Mendelssohn",0.8,4,6,9,"{'confidence': 0.8, 'final': True, 'ground_truth': ""A Midsummer Night's Dream"", 'is_correct': True}",True
True,A Midsummer Night's Dream,0.9,5,13,9,"{'confidence': 0.9, 'final': True, 'ground_truth': ""A Midsummer Night's Dream"", 'is_correct': True}",True
False,[HIDDEN],0.6,0,7,10,"{'confidence': 0.6, 'final': False, 'ground_truth': 'chirality', 'is_correct': False}",False
False,[HIDDEN],0.6,0,14,10,"{'confidence': 0.6, 'final': False, 'ground_truth': 'chirality', 'is_correct': True}",True
False,[HIDDEN],0.7,0,21,10,"{'confidence': 0.7, 'final': False, 'ground_truth': 'chirality', 'is_correct': True}",True
False,[HIDDEN],0.7,1,0,10,"{'confidence': 0.7, 'final': False, 'ground_truth': 'chirality', 'is_correct': True}",True
False,[HIDDEN],0.7,1,7,10,"{'confidence': 0.7, 'final': False, 'ground_truth': 'chirality', 'is_correct': True}",True
False,[HIDDEN],0.7,2,0,10,"{'confidence': 0.7, 'final': False, 'ground_truth': 'chirality', 'is_correct': True}",True
False,[HIDDEN],0.7,2,7,10,"{'confidence': 0.7, 'final': False, 'ground_truth': 'chirality', 'is_correct': True}",True
False,[HIDDEN],0.7,3,0,10,"{'confidence': 0.7, 'final': False, 'ground_truth': 'chirality', 'is_correct': False}",False
False,[HIDDEN],0.7,3,7,10,"{'confidence': 0.7, 'final': False, 'ground_truth': 'chirality', 'is_correct': False}",False
True,parity,-0.8,4,0,10,"{'confidence': 0.8, 'final': True, 'ground_truth': 'chirality', 'is_correct': False}",False
True,chirality,0.85,0,0,10,"{'confidence': 0.85, 'final': True, 'ground_truth': 'chirality', 'is_correct': True}",True
False,[HIDDEN],0.4,0,7,11,"{'confidence': 0.4, 'final': False, 'ground_truth': 'wheat', 'is_correct': False}",False
False,[HIDDEN],0.6,1,0,11,"{'confidence': 0.6, 'final': False, 'ground_truth': 'wheat', 'is_correct': True}",True
False,[HIDDEN],0.6,1,7,11,"{'confidence': 0.6, 'final': False, 'ground_truth': 'wheat', 'is_correct': False}",False
True,wheat,0.8,2,0,11,"{'confidence': 0.8, 'final': True, 'ground_truth': 'wheat', 'is_correct': True}",True
True,wheat,0.9,0,0,11,"{'confidence': 0.9, 'final': True, 'ground_truth': 'wheat', 'is_correct': True}",True
False,[HIDDEN],0.3,0,7,12,"{'confidence': 0.3, 'final': False, 'ground_truth': 'Palladium', 'is_correct': False}",False
False,[HIDDEN],0.4,0,14,12,"{'confidence': 0.4, 'final': False, 'ground_truth': 'Palladium', 'is_correct': False}",False
False,[HIDDEN],0.7,1,0,12,"{'confidence': 0.7, 'final': False, 'ground_truth': 'Palladium', 'is_correct': False}",False
False,[HIDDEN],0.7,1,7,12,"{'confidence': 0.7, 'final': False, 'ground_truth': 'Palladium', 'is_correct': False}",False
False,[HIDDEN],0.6,2,0,12,"{'confidence': 0.6, 'final': False, 'ground_truth': 'Palladium', 'is_correct': False}",False
False,[HIDDEN],0.4,2,7,12,"{'confidence': 0.4, 'final': False, 'ground_truth': 'Palladium', 'is_correct': False}",False
False,[HIDDEN],0.7,2,14,12,"{'confidence': 0.7, 'final': False, 'ground_truth': 'Palladium', 'is_correct': True}",True
False,[HIDDEN],0.7,2,21,12,"{'confidence': 0.7, 'final': False, 'ground_truth': 'Palladium', 'is_correct': True}",True
False,[HIDDEN],0.7,3,0,12,"{'confidence': 0.7, 'final': False, 'ground_truth': 'Palladium', 'is_correct': True}",True
False,[HIDDEN],0.7,3,7,12,"{'confidence': 0.7, 'final': False, 'ground_truth': 'Palladium', 'is_correct': True}",True
True,Palladium,0.8,4,0,12,"{'confidence': 0.8, 'final': True, 'ground_truth': 'Palladium', 'is_correct': True}",True
True,Palladium,0.95,0,0,12,"{'confidence': 0.95, 'final': True, 'ground_truth': 'Palladium', 'is_correct': True}",True
False,[HIDDEN],0.6,0,7,13,"{'confidence': 0.6, 'final': False, 'ground_truth': 'Pablo Picasso', 'is_correct': False}",False
False,[HIDDEN],0.4,0,14,13,"{'confidence': 0.4, 'final': False, 'ground_truth': 'Pablo Picasso', 'is_correct': False}",False
False,[HIDDEN],0.6,0,21,13,"{'confidence': 0.6, 'final': False, 'ground_truth': 'Pablo Picasso', 'is_correct': False}",False
False,[HIDDEN],0.6,1,0,13,"{'confidence': 0.6, 'final': False, 'ground_truth': 'Pablo Picasso', 'is_correct': True}",True
False,[HIDDEN],0.4,1,7,13,"{'confidence': 0.4, 'final': False, 'ground_truth': 'Pablo Picasso', 'is_correct': False}",False
False,[HIDDEN],0.4,1,14,13,"{'confidence': 0.4, 'final': False, 'ground_truth': 'Pablo Picasso', 'is_correct': False}",False
False,[HIDDEN],0.4,2,0,13,"{'confidence': 0.4, 'final': False, 'ground_truth': 'Pablo Picasso', 'is_correct': False}",False
False,[HIDDEN],0.3,2,7,13,"{'confidence': 0.3, 'final': False, 'ground_truth': 'Pablo Picasso', 'is_correct': False}",False
False,[HIDDEN],0.4,2,14,13,"{'confidence': 0.4, 'final': False, 'ground_truth': 'Pablo Picasso', 'is_correct': False}",False
False,[HIDDEN],0.4,3,0,13,"{'confidence': 0.4, 'final': False, 'ground_truth': 'Pablo Picasso', 'is_correct': False}",False
False,[HIDDEN],0.4,3,7,13,"{'confidence': 0.4, 'final': False, 'ground_truth': 'Pablo Picasso', 'is_correct': False}",False
False,[HIDDEN],0.2,3,14,13,"{'confidence': 0.2, 'final': False, 'ground_truth': 'Pablo Picasso', 'is_correct': False}",False
False,[HIDDEN],0.3,4,0,13,"{'confidence': 0.3, 'final': False, 'ground_truth': 'Pablo Picasso', 'is_correct': False}",False
False,[HIDDEN],0.4,4,7,13,"{'confidence': 0.4, 'final': False, 'ground_truth': 'Pablo Picasso', 'is_correct': False}",False
False,[HIDDEN],0.3,4,14,13,"{'confidence': 0.3, 'final': False, 'ground_truth': 'Pablo Picasso', 'is_correct': False}",False
True,Pablo Picasso,0.8,5,0,13,"{'confidence': 0.8, 'final': True, 'ground_truth': 'Pablo Picasso', 'is_correct': True}",True
True,Pablo Picasso,0.95,0,0,13,"{'confidence': 0.95, 'final': True, 'ground_truth': 'Pablo Picasso', 'is_correct': True}",True
False,[HIDDEN],0.3,0,7,14,"{'confidence': 0.3, 'final': False, 'ground_truth': 'old age', 'is_correct': False}",False
False,[HIDDEN],0.4,0,14,14,"{'confidence': 0.4, 'final': False, 'ground_truth': 'old age', 'is_correct': False}",False
False,[HIDDEN],0.6,0,21,14,"{'confidence': 0.6, 'final': False, 'ground_truth': 'old age', 'is_correct': False}",False
False,[HIDDEN],0.4,1,0,14,"{'confidence': 0.4, 'final': False, 'ground_truth': 'old age', 'is_correct': False}",False
False,[HIDDEN],0.4,1,7,14,"{'confidence': 0.4, 'final': False, 'ground_truth': 'old age', 'is_correct': False}",False
False,[HIDDEN],0.4,1,14,14,"{'confidence': 0.4, 'final': False, 'ground_truth': 'old age', 'is_correct': False}",False
False,[HIDDEN],0.4,1,21,14,"{'confidence': 0.4, 'final': False, 'ground_truth': 'old age', 'is_correct': False}",False
False,[HIDDEN],0.6,1,28,14,"{'confidence': 0.6, 'final': False, 'ground_truth': 'old age', 'is_correct': False}",False
False,[HIDDEN],0.4,2,6,14,"{'confidence': 0.4, 'final': False, 'ground_truth': 'old age', 'is_correct': False}",False
False,[HIDDEN],0.4,2,13,14,"{'confidence': 0.4, 'final': False, 'ground_truth': 'old age', 'is_correct': False}",False
False,[HIDDEN],0.7,2,20,14,"{'confidence': 0.7, 'final': False, 'ground_truth': 'old age', 'is_correct': False}",False
False,[HIDDEN],0.4,2,22,14,"{'confidence': 0.4, 'final': False, 'ground_truth': 'old age', 'is_correct': False}",False
False,[HIDDEN],0.7,3,5,14,"{'confidence': 0.7, 'final': False, 'ground_truth': 'old age', 'is_correct': False}",False
False,[HIDDEN],0.7,3,12,14,"{'confidence': 0.7, 'final': False, 'ground_truth': 'old age', 'is_correct': False}",False
False,[HIDDEN],0.7,3,14,14,"{'confidence': 0.7, 'final': False, 'ground_truth': 'old age', 'is_correct': False}",False
False,[HIDDEN],0.3,4,5,14,"{'confidence': 0.3, 'final': False, 'ground_truth': 'old age', 'is_correct': False}",False
False,[HIDDEN],0.4,4,12,14,"{'confidence': 0.4, 'final': False, 'ground_truth': 'old age', 'is_correct': False}",False
True,age,-0.8,5,5,14,"{'confidence': 0.8, 'final': True, 'ground_truth': 'old age', 'is_correct': False}",False
True,old age,0.8,8,9,14,"{'confidence': 0.8, 'final': True, 'ground_truth': 'old age', 'is_correct': True}",True
False,[HIDDEN],0.4,0,7,15,"{'confidence': 0.4, 'final': False, 'ground_truth': 'Wicca', 'is_correct': False}",False
False,[HIDDEN],0.4,0,14,15,"{'confidence': 0.4, 'final': False, 'ground_truth': 'Wicca', 'is_correct': False}",False
False,[HIDDEN],0.4,1,0,15,"{'confidence': 0.4, 'final': False, 'ground_truth': 'Wicca', 'is_correct': False}",False
False,[HIDDEN],0.7,1,7,15,"{'confidence': 0.7, 'final': False, 'ground_truth': 'Wicca', 'is_correct': True}",True
False,[HIDDEN],0.7,2,0,15,"{'confidence': 0.7, 'final': False, 'ground_truth': 'Wicca', 'is_correct': True}",True
False,[HIDDEN],0.7,2,7,15,"{'confidence': 0.7, 'final': False, 'ground_truth': 'Wicca', 'is_correct': True}",True
False,[HIDDEN],0.7,2,14,15,"{'confidence': 0.7, 'final': False, 'ground_truth': 'Wicca', 'is_correct': True}",True
False,[HIDDEN],0.7,2,21,15,"{'confidence': 0.7, 'final': False, 'ground_truth': 'Wicca', 'is_correct': True}",True
True,Wicca,0.8,3,0,15,"{'confidence': 0.8, 'final': True, 'ground_truth': 'Wicca', 'is_correct': True}",True
True,Wicca,0.95,0,0,15,"{'confidence': 0.95, 'final': True, 'ground_truth': 'Wicca', 'is_correct': True}",True
False,[HIDDEN],0.4,0,7,16,"{'confidence': 0.4, 'final': False, 'ground_truth': 'dimension', 'is_correct': False}",False
False,[HIDDEN],0.4,0,14,16,"{'confidence': 0.4, 'final': False, 'ground_truth': 'dimension', 'is_correct': False}",False
False,[HIDDEN],0.4,0,21,16,"{'confidence': 0.4, 'final': False, 'ground_truth': 'dimension', 'is_correct': False}",False
False,[HIDDEN],0.3,0,28,16,"{'confidence': 0.3, 'final': False, 'ground_truth': 'dimension', 'is_correct': False}",False
False,[HIDDEN],0.6,1,0,16,"{'confidence': 0.6, 'final': False, 'ground_truth': 'dimension', 'is_correct': True}",True
False,[HIDDEN],0.6,1,7,16,"{'confidence': 0.6, 'final': False, 'ground_truth': 'dimension', 'is_correct': True}",True
False,[HIDDEN],0.6,1,14,16,"{'confidence': 0.6, 'final': False, 'ground_truth': 'dimension', 'is_correct': True}",True
False,[HIDDEN],0.7,1,21,16,"{'confidence': 0.7, 'final': False, 'ground_truth': 'dimension', 'is_correct': True}",True
False,[HIDDEN],0.7,1,28,16,"{'confidence': 0.7, 'final': False, 'ground_truth': 'dimension', 'is_correct': True}",True
False,[HIDDEN],0.6,2,0,16,"{'confidence': 0.6, 'final': False, 'ground_truth': 'dimension', 'is_correct': True}",True
False,[HIDDEN],0.6,2,7,16,"{'confidence': 0.6, 'final': False, 'ground_truth': 'dimension', 'is_correct': True}",True
False,[HIDDEN],0.65,3,0,16,"{'confidence': 0.65, 'final': False, 'ground_truth': 'dimension', 'is_correct': True}",True
False,[HIDDEN],0.7,3,7,16,"{'confidence': 0.7, 'final': False, 'ground_truth': 'dimension', 'is_correct': True}",True
False,[HIDDEN],0.7,3,14,16,"{'confidence': 0.7, 'final': False, 'ground_truth': 'dimension', 'is_correct': True}",True
True,dimension,0.85,4,0,16,"{'confidence': 0.85, 'final': True, 'ground_truth': 'dimension', 'is_correct': True}",True
